actual_label,predicted_label,sentence
1,0.39257142857142857,1月3日14時45分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
0,0.43699999999999994,1月7日9時0分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。非常に大きな交差点である。現場はカーブで平坦である。
1,0.85,12月30日12時2分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。非常に大きな交差点である。現場はカーブで平坦である。
0,0.56,1月9日16時35分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
0,0.18,1月14日11時42分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。
0,0.2783333333333334,12月10日9時0分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,0.15,1月17日14時15分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。
0,0.61,1月2日14時50分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。幅員が非常に狭い道路である。現場はカーブで坂道になっている。
0,0.47,1月17日10時27分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。車両や人が自由に通行する道路である。現場はカーブで坂道になっている。
0,0.59,1月5日16時15分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,0.6036666666666668,1月30日17時8分に乗用車の事故が発生。天気は曇りであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
0,0.2625,1月25日19時25分に乗用車の事故が発生。天気は雨が降っていた。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。非常に大きな交差点である。現場はカーブで平坦である。
1,0.9766666666666667,1月17日7時35分に乗用車の事故が発生。天気は曇りであった。路面は凍結していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。交差点である。現場はカーブで平坦である。
1,0.44,12月28日16時45分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
0,0.73,10月30日15時50分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,0.94,1月4日16時49分に乗用車の事故が発生。天気は曇りであった。路面は凍結していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,0.59,1月27日18時30分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。
0,0.61,12月10日6時48分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。
1,0.685,1月25日6時45分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,0.59,12月15日15時47分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,0.83,1月1日16時35分に乗用車の事故が発生。天気は晴れであった。路面は凍結していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,0.55,1月29日22時25分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。非常に小さな交差点である。現場はカーブで平坦である。
1,0.93,12月31日7時37分に乗用車の事故が発生。天気は雪が降っていた。路面は凍結していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。幅員が広い道路である。現場はカーブで坂道になっている。
0,0.33,1月28日18時57分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。
1,0.22,1月8日11時50分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。
0,0.39,12月28日22時15分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が非常に狭い道路である。現場はカーブで坂道になっている。
0,0.61,12月22日11時45分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,0.846,1月5日14時20分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,0.17,1月31日7時45分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。
0,0.84,1月7日17時20分に乗用車の事故が発生。天気は曇りであった。路面は凍結していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,0.29,1月31日5時43分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。
0,0.78,12月26日15時8分に乗用車の事故が発生。天気は雪が降っていた。路面は凍結していた。事故が起こったのはカーブ付近である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,0.9112142857142856,1月7日8時25分に乗用車の事故が発生。天気は曇りであった。路面は凍結していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。幅員が広い道路である。現場はカーブで坂道になっている。
1,0.86,1月7日8時32分に乗用車の事故が発生。天気は晴れであった。路面は凍結していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
1,0.47,1月2日19時40分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。幅員が広い道路である。現場はカーブで坂道になっている。
1,0.42,1月19日12時54分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。
1,0.73,1月12日17時43分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
1,0.32933333333333337,1月4日14時30分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,0.4,1月12日11時45分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。
1,0.38,12月19日18時43分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
1,0.605,1月4日17時17分に乗用車の事故が発生。天気は曇りであった。路面は湿っていた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。幅員が広い道路である。現場はカーブで坂道になっている。
1,0.63,1月16日22時26分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,0.21,1月24日16時8分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。
0,0.76,1月12日17時55分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,0.6233333333333333,1月18日8時15分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。非常に小さな交差点である。現場はカーブで平坦である。
0,0.48,1月17日17時40分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。非常に小さな交差点である。現場はカーブで平坦である。
1,0.27,1月1日8時58分に乗用車の事故が発生。天気は雪が降っていた。路面は凍結していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,0.3866666666666667,1月28日0時1分に乗用車の事故が発生。天気は曇りであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。大きな交差点である。現場はカーブで平坦である。
0,0.01,1月4日19時55分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。交差点である。現場はカーブで平坦である。
1,0.83,1月1日16時24分に乗用車の事故が発生。天気は雪が降っていた。路面は凍結していた。事故が起こったのは道路上である。信号機は設置されていなかった。車両や人が自由に通行する道路である。現場はカーブで坂道になっている。
0,0.45,1月23日12時51分に乗用車の事故が発生。天気は曇りであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。
1,0.64,12月31日14時15分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
1,0.31,1月20日9時25分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。車両や人が自由に通行する道路である。現場はカーブで坂道になっている。
1,0.535,1月27日22時39分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。
1,0.1225,1月3日13時35分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,0.48,1月2日16時55分に乗用車の事故が発生。天気は雪が降っていた。路面は積雪していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。小さな交差点である。現場はカーブで平坦である。
1,0.89,1月6日10時40分に乗用車の事故が発生。天気は晴れであった。路面は凍結していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,0.2892857142857143,1月12日8時13分に乗用車の事故が発生。天気は雪が降っていた。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。非常に小さな交差点である。現場はカーブで平坦である。
0,0.20666666666666664,1月6日17時40分に乗用車の事故が発生。天気は曇りであった。路面は湿っていた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。大きな交差点である。現場はカーブで平坦である。
1,0.54,12月3日13時50分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,0.82,1月18日17時33分に乗用車の事故が発生。天気は雪が降っていた。路面は凍結していた。事故が起こったのは道路上である。点灯式の信号機が設置してあった。幅員が広い道路である。現場はカーブで坂道になっている。
0,0.685,1月25日9時45分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,0.28,1月13日17時0分に乗用車の事故が発生。天気は雪が降っていた。路面は湿っていた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,0.47,12月30日10時28分に乗用車の事故が発生。天気は雨が降っていた。路面は湿っていた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,0.12,11月26日14時7分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。小さな交差点である。現場はカーブで平坦である。
1,0.71,12月31日17時5分に乗用車の事故が発生。天気は雪が降っていた。路面は凍結していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,0.5333333333333333,1月24日16時18分に乗用車の事故が発生。天気は曇りであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,0.68,1月7日19時30分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。幅員が広い道路である。現場はカーブで坂道になっている。
1,0.5675,1月6日14時40分に乗用車の事故が発生。天気は曇りであった。路面は湿っていた。事故が起こったのはカーブ付近である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,0.84,1月6日20時40分に乗用車の事故が発生。天気は晴れであった。路面は凍結していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,0.08,12月26日9時8分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。交差点である。現場はカーブで平坦である。
1,0.47,1月19日10時25分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
1,0.27,1月19日2時9分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,0.48,1月24日13時20分に乗用車の事故が発生。天気は曇りであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。
1,0.585,1月9日14時15分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,0.62,1月24日9時22分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
0,0.59,1月6日17時30分に乗用車の事故が発生。天気は雪が降っていた。路面は積雪していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,0.065,1月15日11時55分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。
0,0.24,1月16日8時17分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。
1,0.33,1月1日18時5分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。
1,0.8,12月30日12時20分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
1,0.24,1月22日17時30分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。小さな交差点である。現場はカーブで平坦である。
1,0.77,1月6日22時45分に乗用車の事故が発生。天気は曇りであった。路面は凍結していた。事故が起こったのは橋付近である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
1,0.27,1月24日6時0分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。非常に大きな交差点である。現場はカーブで平坦である。
0,0.59,1月21日9時40分に乗用車の事故が発生。天気は晴れであった。路面は凍結していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。非常に大きな交差点である。現場はカーブで平坦である。
0,0.935,1月6日17時3分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,0.76,1月12日14時30分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
1,0.7933333333333333,1月24日12時7分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
0,0.18,1月6日14時27分に乗用車の事故が発生。天気は雪が降っていた。路面は湿っていた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。
1,0.46,12月23日14時40分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。
1,0.25966666666666666,1月2日20時40分に乗用車の事故が発生。天気は曇りであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,0.2905,1月18日12時4分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,0.51,12月20日6時50分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,0.32,1月14日18時5分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,0.51,1月13日8時47分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。
0,0.78,12月25日13時40分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。大きな交差点である。現場はカーブで平坦である。
0,0.36,12月21日13時0分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。
1,0.73,1月1日21時34分に乗用車の事故が発生。天気は曇りであった。路面は凍結していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。幅員が広い道路である。現場はカーブで坂道になっている。
1,0.5,1月1日11時12分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。幅員が広い道路である。現場はカーブで坂道になっている。
0,0.03,1月21日11時5分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。
0,0.24,1月17日8時16分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。
0,0.66,1月11日10時20分に乗用車の事故が発生。天気は曇りであった。路面は湿っていた。事故が起こったのは道路上である。信号機は設置されていなかった。車両や人が自由に通行する道路である。現場はカーブで坂道になっている。
1,0.75,1月13日16時0分に乗用車の事故が発生。天気は曇りであった。路面は凍結していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
0,0.36,1月30日13時55分に乗用車の事故が発生。天気は曇りであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。
1,0.14,1月19日11時30分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,0.13,1月18日9時5分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
0,0.15,1月25日8時17分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。交差点である。現場はカーブで平坦である。
0,0.48,1月10日8時17分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのはカーブ付近である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,0.08,1月9日22時44分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。
1,0.68,1月29日16時50分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。車両や人が自由に通行する道路である。現場はカーブで坂道になっている。
0,0.55,12月16日18時16分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,0.82,1月9日15時15分に乗用車の事故が発生。天気は曇りであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
1,0.8,1月29日12時26分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。非常に小さな交差点である。現場はカーブで平坦である。
1,0.93,12月30日9時35分に乗用車の事故が発生。天気は雪が降っていた。路面は凍結していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。幅員が広い道路である。現場はカーブで坂道になっている。
0,0.1,1月28日17時40分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。
0,0.14,11月6日6時30分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。小さな交差点である。現場はカーブで平坦である。
0,0.35,1月17日21時23分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。非常に大きな交差点である。現場はカーブで平坦である。
1,0.5461666666666667,1月3日15時0分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。非常に小さな交差点である。現場はカーブで平坦である。
1,0.6633333333333334,1月9日18時25分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,0.27166666666666667,1月18日8時17分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,0.56,12月27日11時50分に乗用車の事故が発生。天気は雪が降っていた。路面は積雪していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。小さな交差点である。現場はカーブで平坦である。
1,0.39,12月23日18時42分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。非常に大きな交差点である。現場はカーブで平坦である。
0,0.6170476190476191,1月25日7時7分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。点灯式の信号機が設置してあった。幅員が広い道路である。現場はカーブで坂道になっている。
1,0.76,1月11日16時0分に乗用車の事故が発生。天気は雨が降っていた。路面は湿っていた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。幅員が広い道路である。現場はカーブで坂道になっている。
1,0.37,1月15日11時15分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,0.59,1月16日9時15分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,0.142,1月1日18時40分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。非常に小さな交差点である。現場はカーブで平坦である。
1,0.37,12月31日13時8分に乗用車の事故が発生。天気は雪が降っていた。路面は積雪していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,0.42,12月30日17時38分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。小さな交差点である。現場はカーブで平坦である。
0,0.15,1月13日21時0分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,0.63,12月15日15時15分に乗用車の事故が発生。天気は曇りであった。路面は湿っていた。事故が起こったのはカーブ付近である。信号機は設置してあったが消灯していた。幅員が狭い道路である。現場はカーブで坂道になっている。
1,0.6766666666666665,1月5日15時10分に乗用車の事故が発生。天気は晴れであった。路面は凍結していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,0.225,1月6日13時5分に乗用車の事故が発生。天気は雪が降っていた。路面は湿っていた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,0.83,1月5日14時20分に乗用車の事故が発生。天気は曇りであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
1,0.64,1月16日12時47分に乗用車の事故が発生。天気は雨が降っていた。路面は湿っていた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が広い道路である。現場はカーブで坂道になっている。
0,0.37,1月13日17時23分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。交差点である。現場はカーブで平坦である。
0,0.26,1月6日15時25分に乗用車の事故が発生。天気は晴れであった。路面は湿っていた。事故が起こったのは交差点付近である。信号機は設置されていなかった。交差点である。現場はカーブで平坦である。
0,0.71,1月27日22時11分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。幅員が広い道路である。現場はカーブで坂道になっている。
1,0.74,1月8日8時27分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのはカーブ付近である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,0.27714285714285714,1月3日21時0分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは道路上である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
1,0.67,12月4日19時31分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。
0,0.23,1月28日8時40分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。点灯式の信号機が設置してあった。交差点である。現場はカーブで平坦である。
0,0.29833333333333334,1月14日14時8分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。幅員が狭い道路である。現場はカーブで坂道になっている。
0,0.61,1月28日9時30分に乗用車の事故が発生。天気は晴れであった。路面は乾燥していた。事故が起こったのは交差点付近である。信号機は設置されていなかった。交差点である。現場はカーブで平坦である。
